display_name,authority,authority_id,rank,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,form,processing_timestamp,match_status
Blapstinus,ITIS,187205,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Tenebrionidae,Blaptinae,NA,NA,Blapstinus,NA,NA,NA,NA,NA,2025-11-16T23:24:45Z,success
Blastobasinae,ITIS,694002,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Lepidoptera,NA,NA,Gelechioidea,Coleophoridae,Blastobasinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:46Z,success
Blastophaga,ITIS,153964,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Agaonidae,NA,NA,NA,Blastophaga,NA,NA,NA,NA,NA,2025-11-16T23:24:46Z,success
Blastophaga psenes,ITIS,153965,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Agaonidae,NA,NA,NA,Blastophaga,NA,Blastophaga psenes,NA,NA,NA,2025-11-16T23:29:56Z,success
Blattidae,ITIS,102402,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Blattodea,NA,NA,Blattoidea,Blattidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:47Z,success
Blattodea,ITIS,914219,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Blattodea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:38Z,success
Bolteria,ITIS,104768,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Mirinae,Mirini,NA,Bolteria,NA,NA,NA,NA,NA,2025-11-16T23:24:47Z,success
Bombyliidae,ITIS,134153,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Bombyliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:48Z,success
Brachycera,ITIS,130052,Suborder,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:49Z,success
Brachymyrmex,ITIS,573953,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Brachymyrmecini,NA,Brachymyrmex,NA,NA,NA,NA,NA,2025-11-16T23:24:49Z,success
Brachymyrmex depilis,ITIS,575553,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Brachymyrmecini,NA,Brachymyrmex,NA,Brachymyrmex depilis,NA,NA,NA,2025-11-16T23:32:40Z,success
Brachymyrmex obscurior,ITIS,575572,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Brachymyrmecini,NA,Brachymyrmex,NA,Brachymyrmex obscurior,NA,NA,NA,2025-11-16T23:32:39Z,success
Brachymyrmex patagonicus,ITIS,575574,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Brachymyrmecini,NA,Brachymyrmex,NA,Brachymyrmex patagonicus,NA,NA,NA,2025-11-16T23:32:38Z,success
Braconidae,ITIS,152867,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Ichneumonoidea,Braconidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:50Z,success
Bradynobaenidae,ITIS,709298,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Bradynobaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:51Z,success
Brasiella viridisticta,GBIF,11207106,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Carabidae,NA,NA,NA,Brasiella,NA,Brasiella viridisticta,NA,NA,NA,2025-11-16T23:25:59Z,success
Bruchinae,ITIS,678800,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Bruchinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:52Z,success
Buprestidae,ITIS,114968,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:52Z,success
Buthidae,ITIS,82718,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Scorpiones,NA,NA,Buthoidea,Buthidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:53Z,success
Caeculidae,ITIS,895681,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,Acariformes,Trombidiformes,Prostigmata,Anystina,Caeculoidea,Caeculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:04Z,success
Callilepis,ITIS,185706,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Callilepis,NA,NA,NA,NA,NA,2025-11-16T23:26:55Z,success
Calliphoridae,ITIS,151495,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Calliphoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:24:55Z,success
Calocoris,ITIS,104785,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Mirinae,Mirini,NA,Calocoris,NA,NA,NA,NA,NA,2025-11-16T23:24:56Z,success
Calosoma (Camegonia),ITIS,931551,NA,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Carabinae,Carabini,NA,Calosoma,Calosoma (Camegonia),NA,NA,NA,NA,2025-11-16T23:24:57Z,success
Calosoma (Carabosoma),ITIS,931498,NA,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Carabinae,Carabini,NA,Calosoma,Calosoma (Carabosoma),NA,NA,NA,NA,2025-11-16T23:24:57Z,success
Calyptostomatidae,ITIS,895689,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,Acariformes,Trombidiformes,Prostigmata,Anystina,Calyptostomatoidea,Calyptostomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:17Z,success
Camponotus,ITIS,154194,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Camponotini,NA,Camponotus,NA,NA,NA,NA,NA,2025-11-16T23:25:00Z,success
Cantharidae,ITIS,113837,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:34Z,success
Caponiidae,ITIS,847712,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Caponiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:01Z,success
Carabidae,ITIS,109234,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:01Z,success
Cardiocondyla,ITIS,574042,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Formicoxenini,NA,Cardiocondyla,NA,NA,NA,NA,NA,2025-11-16T23:25:02Z,success
Carneocephala,ITIS,200023,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,NA,NA,NA,Carneocephala,NA,NA,NA,NA,NA,2025-11-16T23:24:58Z,success
Carpophilus,ITIS,114293,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Nitiduloidea,Nitidulidae,Carpophilinae,NA,NA,Carpophilus,NA,NA,NA,NA,NA,2025-11-16T23:25:03Z,success
Catorhintha,ITIS,108381,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Coreoidea,Coreidae,Coreinae,Hypselonotini,NA,Catorhintha,NA,NA,NA,NA,NA,2025-11-16T23:25:05Z,success
Cecidomyiidae,ITIS,122975,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Bibionomorpha,NA,Cecidomyiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:06Z,success
Centruroides sculpturatus,GBIF,6894244,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Arachnida,NA,NA,NA,Scorpiones,NA,NA,NA,Buthidae,NA,NA,NA,Centruroides,NA,Centruroides sculpturatus,NA,NA,NA,2025-11-16T23:33:34Z,success
Cephaloscymnus,ITIS,692174,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Cephaloscymnini,NA,Cephaloscymnus,NA,NA,NA,NA,NA,2025-11-16T23:32:24Z,success
Cerambycidae,ITIS,114497,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Cerambycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:09Z,success
Ceraphronidae,ITIS,154066,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Ceraphronoidea,Ceraphronidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:09Z,success
Ceratagallia (Aceratagallia),GBIF,4775890,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Cicadellidae,NA,NA,NA,Aceratagallia,NA,NA,NA,NA,NA,2025-11-16T23:23:46Z,success
Ceraticelus,ITIS,848077,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Linyphiidae,NA,NA,NA,Ceraticelus,NA,NA,NA,NA,NA,2025-11-16T23:25:11Z,success
Ceratocapsus,ITIS,105622,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Orthotylinae,Ceratocapsini,NA,Ceratocapsus,NA,NA,NA,NA,NA,2025-11-16T23:25:10Z,success
Ceratophyllidae,ITIS,152740,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Siphonaptera,NA,NA,NA,Ceratophyllidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:30:42Z,success
Ceratopogonidae,ITIS,127076,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,NA,Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:12Z,success
Cercopidae,ITIS,109172,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Cercopoidea,Cercopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:12Z,success
Ceuthophilus,ITIS,657660,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Rhaphidophoridae,Ceuthophilinae,NA,NA,Ceuthophilus,NA,NA,NA,NA,NA,2025-11-16T23:33:37Z,success
Chaetocnema,ITIS,187766,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,NA,Chaetocnema,NA,NA,NA,NA,NA,2025-11-16T23:25:13Z,success
Chaetophloeus,ITIS,114817,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Scolytinae,NA,NA,Chaetophloeus,NA,NA,NA,NA,NA,2025-11-16T23:24:24Z,success
Chalcididae,ITIS,154021,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Chalcididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:06Z,success
Chalcidoidea,ITIS,153658,Superfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:14Z,success
Chamaemyiidae,ITIS,145348,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Chamaemyiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:14Z,success
Charhyphus,GBIF,4714494,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:16Z,success
Cheiracanthium,ITIS,871868,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Miturgidae,NA,NA,NA,Cheiracanthium,NA,NA,NA,NA,NA,2025-11-16T23:25:17Z,success
Chilopoda,ITIS,154400,Class,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Chilopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:08Z,success
Chironomidae,ITIS,127917,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,NA,Chironomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:17Z,success
Chlaenius,ITIS,111436,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Harpalinae,Chlaeniini,NA,Chlaenius,NA,NA,NA,NA,NA,2025-11-16T23:25:18Z,success
Chlamydatus,ITIS,106384,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Phylini,NA,Chlamydatus,NA,NA,NA,NA,NA,2025-11-16T23:32:12Z,success
Chloropidae,ITIS,147644,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Chloropidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:19Z,success
Chrysididae,ITIS,154152,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Chrysidoidea,Chrysididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:20Z,success
Chrysomelidae,ITIS,114509,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:21Z,success
Chrysopidae,ITIS,115081,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Neuroptera,Hemerobiiformia,NA,NA,Chrysopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:21Z,success
Chyphotes,GBIF,4673427,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Chyphotidae,NA,NA,NA,Chyphotes,NA,NA,NA,NA,NA,2025-11-16T23:33:23Z,success
Chyphotidae,GBIF,10197920,Family,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Chyphotidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:22Z,success
Cicadellidae,ITIS,109171,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:22Z,success
Cicadidae,ITIS,109169,Family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cicadidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:17Z,success
Cicindela nigrocoerulea,ITIS,697713,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Cicindelidae,NA,Cicindelini,NA,Cicindela,Cicindela (Cicindelidia),Cicindela nigrocoerulea,NA,NA,NA,2025-11-16T23:25:23Z,success
Cicindelinae,ITIS,678853,Subfamily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cicindelinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:23Z,success
Cixiidae,ITIS,109174,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Cixiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:24Z,success
Cleridae,ITIS,113852,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:25Z,success
Clitellata,GBIF,255,Class,Animalia,NA,NA,NA,Annelida,NA,NA,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:29:07Z,success
Clivina,ITIS,109609,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Scaritinae,Clivinini,NA,Clivina,NA,NA,NA,NA,NA,2025-11-16T23:25:26Z,success
Clubiona,ITIS,871898,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Clubionidae,NA,NA,NA,Clubiona,NA,NA,NA,NA,NA,2025-11-16T23:25:04Z,success
Clubionidae,ITIS,871518,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Clubionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:26Z,success
Cnemodus,ITIS,108042,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Myodochini,NA,Cnemodus,NA,NA,NA,NA,NA,2025-11-16T23:25:27Z,success
Coccidophilus,ITIS,692171,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Microweiseinae,Microweiseini,NA,Coccidophilus,NA,NA,NA,NA,NA,2025-11-16T23:25:29Z,success
Coccinella,ITIS,114346,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,NA,Coccinella,NA,NA,NA,NA,NA,2025-11-16T23:25:28Z,success
Coccinellidae,ITIS,114329,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:28Z,success
Coccoidea,ITIS,109195,Superfamily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coccoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:30Z,success
Coccotrypes,ITIS,188121,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Scolytinae,NA,NA,Coccotrypes,NA,NA,NA,NA,NA,2025-11-16T23:25:30Z,success
Coleoptera,ITIS,109216,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:31Z,success
Coleosoma,ITIS,848132,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Theridiidae,NA,NA,NA,Coleosoma,NA,NA,NA,NA,NA,2025-11-16T23:25:32Z,success
Collembola,ITIS,99237,Order,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:33Z,success
Collops,GBIF,4713753,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Melyridae,NA,NA,NA,Collops,NA,NA,NA,NA,NA,2025-11-16T23:25:33Z,success
Condylostylus,ITIS,136835,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Dolichopodidae,Sciapodinae,NA,NA,Condylostylus,NA,NA,NA,NA,NA,2025-11-16T23:25:34Z,success
Coniatus,GBIF,1217242,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Curculionidae,NA,NA,NA,Coniatus,NA,NA,NA,NA,NA,2025-11-16T23:25:37Z,success
Conibius,GBIF,4722182,NA,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Conibius,NA,NA,NA,NA,NA,2025-11-16T23:25:35Z,success
